id;de;fr;en;it;
A13.4;"Das untersuchte Gebiet hat fünf von sechs möglichen Lebensräumen. Das ist gut.<br>Jedoch dominiert der folgende Lebensraum: [dominierenden Lebensraum einsetzen] Besser wäre es, wenn es von allen Lebensräumen ungefähr gleich viel gäbe. <br><strong>Verbesserungs-Tipp:</strong><br>Schau, dass du Teile des dominierenden Flächen-Elements ersetzen kannst durch:<br><ul><li><strong>Gemüsebeete, Beete mit Wildpflanzen</strong></li><li><strong>Trockenstandorte</strong> wie Kies, Sand, Ruderalflächen</li><li><strong>Wiesen</strong>, deren Gras mindestens einmal im Jahr höher als 10 cm ist</li><li><strong>Sträuchern und/oder Hecken</strong></li><li><strong>Bäumen, Baumgruppen oder Wald</strong></li><li><strong>Wasserflächen</strong></li></ul><br><strong>Pflege-Tipp:</strong><br>  Achte darauf, dass keiner der vorhandenen Lebensräume zurück gedrängt wird.";"La zone d'étude possède cinq habitats sur six possibles, ce qui est bien.<br>Mais l'habitat suivant domine : [insérer l'habitat dominant] Il serait préférable qu'il y ait à peu près la même part de tous les habitats. <br><strong>Conseil d'amélioration :</strong><br>vois si tu peux remplacer des parties de l'habitat dominant par un des habitats suivants :<br><ul><li><strong>potager, plate-bande de plantes sauvages</strong></li><li><strong>milieu sec</strong> comme le gravier, le sable, les zones rudérales</li><li><strong>prairie</strong>, dont l'herbe dépasse 10 cm au moins une fois par an</li><li><strong>buisson et/ou haies</strong></li><li><strong>arbre, bosquet ou des forêt</strong></li><li><strong>plan d'eau</strong></li></ul><br><strong>Conseil d'entretien :</strong><br> Veille à ce qu'aucun des habitats existants ne soit refoulé.";"The surveyed area has five out of six possible habitats. This is good.<br>However, the following habitat is dominant: [insert dominant habitat] It would be better if there were about equal amounts of all habitats. <br><strong>Improvement Tip:</strong><br>See if you can replace parts of the dominant area element with:<br><ul><li><strong>vegetable beds, beds with wild plants</strong></li><li><strong>dry sites</strong> like gravel, sand, ruderal areas</li><li><strong>meadows</strong>, whose grass is taller than 10 cm at least once a year</li><li><strong>Shrubs and/or hedges</strong></li><li><strong>Trees, groves of trees, or forest</strong></li><li><strong>Water areas</strong></li></ul><br><strong>Care Tip:</strong><br>Make sure that none of the existing habitats are pushed back.";"L'area esaminata presenta cinque dei sei habitat possibili. Tuttavia, domina il seguente habitat: [inserire habitat dominante] Sarebbe meglio se ci fosse più equilibrio tra tutti gli habitat. <br><strong>Suggerimento per migliorare la situazione:</strong><br>provate ad informarvi se sia possibile sostituire parti dell'area dominante con:<ul><li><strong>Aiuole vegetali</strong> in cui sono presenti piante selvatiche autoctone</li><li><strong>Siti secchi</strong> in cui è presente ghiaia, sabbia, chiamati anche <strong>siti ruderali</strong></li><li><strong>Prati</strong> in cui l'erba è più alta di 10 cm almeno una volta all'anno</li><li><strong>Arbusti e/o siepi</strong></li><li><strong>Alberi, gruppi di alberi o boschi</strong></li><li><strong>Zone umide</strong> (con stagni o piccoli ruscelli)</li></ul>Consiglio per la manutenzione:</strong><br>Assicurarsi che nessuno degli habitat esistenti venga rimpicciolito o rimosso.";
A13.5;"Das untersuchte Gebiet hat fünf von sechs möglichen Lebensräumen. Das ist gut.<br>Auch gibt es von keinem der Lebensräume viel mehr, als von den anderen. <br><strong>Verbesserungs-Tipp:</strong><br> Schaffe einen oder mehrere der folgenden Lebensräume:<br><ul><li>Gemüsebeete, Beete mit Wildpflanzen</li><li>Trockenstandorte wie Kies, Sand, Ruderalflächen</li><li>Wiesen, deren Gras mindestens einmal im Jahr höher als 10 cm ist</li><li>Sträuchern und/oder Hecken</li><li>Bäumen, Baumgruppen oder Wald</li><li>Wasserflächen</li></ul><br><strong>Pflege-Tipp:</strong><br>  Achte darauf, dass keiner der vorhandenen Lebensräume zurück gedrängt wird.";"La zone d'étude possède cinq habitats sur six possibles. C'est bien.<br>De plus, aucun habitat ne domine les autres. <br><strong>Conseil d'amélioration :</strong><br>crée un ou plusieurs des habitats suivants :<br><ul><li>jardin potager, plate-bande de plantes sauvages</li><li>milieu sec tel que gravier, sable,  zone rudérale</li><li>prairie dont l'herbe dépasse 10 cm au moins une fois par an</li><li>buisson et/ou haie</li><li>arbre, bosquet ou forêt</li><li>plan d'eau</li></ul><br><strong>Conseil d'entretien :</strong><br> veille à conserver tous les habitats existants";"The surveyed area has five out of six possible habitats. This is good.<br>Also, there are not many more of any of the habitats than there are of the others. <br><strong>Improvement Tip:</strong><br>Create one or more of the following habitats:<br><ul><li>Vegetable beds, beds of wild plants</li><li>Dry sites such as gravel, sand, ruderal areas</li><li>Meadows with grass taller than 10 inches at least once a year</li><li>Shrubs and/or hedges</li><li>Trees, groves of trees, or forest</li><li>Water features</li></ul><br><strong>Maintenance Tip:</strong><br>Make sure none of the existing habitats are pushed back.";"L'area esaminata presenta cinque dei sei habitat possibili. Nessun habitat è presente in maniera prevalente e ciò è positivo.<br><strong>Suggerimento per migliorare la situazione:</strong><br>provate ad informarvi se sia possibile sostituire parti dell'area dominante con:<ul><li><strong>Aiuole vegetali</strong> in cui sono presenti piante selvatiche autoctone</li><li><strong>Siti secchi</strong> in cui è presente ghiaia, sabbia, chiamati anche <strong>siti ruderali</strong></li><li><strong>Prati</strong> in cui l'erba è più alta di 10 cm almeno una volta all'anno</li><li><strong>Arbusti e/o siepi</strong></li><li><strong>Alberi, gruppi di alberi o boschi</strong></li><li><strong>Zone umide</strong> (con stagni o piccoli ruscelli)</li></ul>Consiglio per la manutenzione:</strong><br>Assicurarsi che nessuno degli habitat esistenti venga rimpicciolito o rimosso.";
A13.6;"Das untersuchte Gebiet hat alle sechs abgefragten Lebensräumen. Das ist sehr gut.<br>Jedoch dominiert der folgende Lebensraum: [dominierenden Lebensraum einsetzen] Besser wäre es, wenn es von allen Lebensräumen ungefähr gleich viel gäbe. <br><strong>Verbesserungs-Tipp:</strong><br> Schaffe einen oder mehrere der folgenden Lebensräume:<br><ul><li><strong>Gemüsebeete, Beete mit Wildpflanzen</strong></li><li><strong>Trockenstandorte</strong> wie Kies, Sand, Ruderalflächen</li><li><strong>Wiesen</strong>, deren Gras mindestens einmal im Jahr höher als 10 cm ist</li><li><strong>Sträuchern und/oder Hecken</strong></li><li><strong>Bäumen, Baumgruppen oder Wald</strong></li><li><strong>Wasserflächen</strong></li></ul><br><strong>Pflege-Tipp:</strong><br>  Achte darauf, dass keiner der vorhandenen Lebensräume zurück gedrängt wird.";"La zone d'étude possède les six habitats demandés. C'est très bien.<br>Mais l'habitat suivant domine : [insérer l'habitat dominant] Il serait préférable qu'il y ait à peu près la même part de chaque habitat. <br><strong>Conseil d'amélioration :</strong><br>crée un ou plusieurs des habitats suivants :<br><ul><li><strong>potager, plate-bande de plantes sauvages</strong></li><li><strong>milieu sec</strong> tel que gravier, sable, zone rudérale</li><li><strong> prairie</strong>, dont l'herbe dépasse 10 cm au moins une fois par an</li><li><strong>buisson et/ou haie</strong></li><li><strong>arbre, bosquet ou forêt</strong></li><li><strong>plan d'eau</strong></li></ul><br><strong>Conseil d'entretien :</strong><br> veille à conserver tous les habitats existants";"The surveyed area has all six habitats queried. This is very good.<br>However, the following habitat is dominant: [insert dominant habitat] It would be better if there were about equal amounts of all habitats. <br><strong>Improvement Tip:</strong><br>Create one or more of the following habitats:<br><ul><li><strong>Vegetable beds, beds with wild plants</strong></li><li><strong>Dry sites</strong> such as gravel, sand, ruderal areas</li><li><strong>Meadows</strong>, whose grass is taller than 10 cm at least once a year</li><li><strong>Shrubs and/or hedges</strong></li><li><strong>Trees, groves of trees, or forest</strong></li><li><strong>Water areas</strong></li></ul><br><strong>Care Tip:</strong><br>Make sure that none of the existing habitats are pushed back.";"L'area esaminata presenta tutti e sei gli habitat possibili. Tuttavia, domina il seguente habitat: [inserire habitat dominante] Sarebbe meglio se ci fosse più equilibrio tra tutti gli habitat. <br><strong>Suggerimento per migliorare la situazione:</strong><br>provate ad informarvi se sia possibile sostituire parti dell'area dominante con:<ul><li><strong>Aiuole vegetali</strong> in cui sono presenti piante selvatiche autoctone</li><li><strong>Siti secchi</strong> in cui è presente ghiaia, sabbia, chiamati anche <strong>siti ruderali</strong></li><li><strong>Prati</strong> in cui l'erba è più alta di 10 cm almeno una volta all'anno</li><li><strong>Arbusti e/o siepi</strong></li><li><strong>Alberi, gruppi di alberi o boschi</strong></li><li><strong>Zone umide</strong> (con stagni o piccoli ruscelli)</li></ul>Consiglio per la manutenzione:</strong><br>Assicurarsi che nessuno degli habitat esistenti venga rimpicciolito o rimosso.";
A13.7;"Das untersuchte Gebiet hat alle sechs abgefragten Lebensräumen. Das ist sehr gut.<br>Auch gibt es von keinem der Lebensräume viel mehr, als von den anderen. <br><strong>Pflege-Tipp:</strong><br>  Achte darauf, dass keiner der vorhandenen Lebensräume zurück gedrängt wird.";"La zone d'étude possède les six habitats demandés. C'est très bien.<br>De plus, aucun des habitats n'est dominant. <br><strong>Conseil d'entretien :</strong><br> veille à conserver tous les habitats existants";"The surveyed area has all six habitats queried. This is very good.<br>Also, there are not many more of any of the habitats than there are of the others. <br><strong>Maintenance Tip:</strong><br>Make sure none of the existing habitats are pushed back";L'area esaminata presenta tutti e sei gli habitat possibili. Nessun habitat è presente in maniera prevalente e ciò è positivo. <br><strong>Suggerimento per la manutenzione:</strong><br>assicurarsi che nessuno degli habitat esistenti venga rimpicciolito o rimosso.;
A14.0;"Du hast nicht eingetragen, ob es Bäume gibt. Bäume bieten Nahrung und ein Zuhause für eine Vielzahl von Lebewesen.";Tu n'as pas inscrit s'il y avait des arbres. Les arbres offrent de la nourriture et un habitat à une multitude d'organismes.;You didn't enter if there are trees. Trees provide food and homes for a variety of creatures;"Non avete registrato la presenza di alberi. Gli alberi forniscono cibo e un riparo per molti organismi viventi (funghi, animali, …).";
A14.1;Im Untersuchungsgebiet gibt es keine hohen Bäume. Bäume bieten Nahrung und ein Zuhause für eine Vielzahl von Lebewesen. <br><strong>Verbesserungs-Tipp:</strong><br> Pflanze möglichst hohe heimische Bäume. Dabei kann dich eine Fachperson beraten. Solche Personen und Unternehmen findest du unter <strong><a href="https://www.globe-swiss.ch/de/Angebote/BioDivSchool/#rubric=more" target="_blank">Weiterführende Infos</a></strong> auf globe-swiss.ch > Angebote > BioDivSchool.";"Il n'y a pas d'arbre de grande taille dans la zone d'étude. Les arbres offrent de la nourriture et un habitat à une multitude d'organismes. <br><strong>Conseil d'amélioration :</strong><br> plante des arbres locaux aussi hauts que possible. Pour cela, un-e spécialiste de la liste de contact <strong>BioDiv</strong> peut te conseiller";There are no tall trees in the study area. Trees provide food and a home for a variety of living things. <br><strong>Improvement Tip:</strong><br> Plant tall native trees if possible. A professional from the <strong>BioDiv contact list</strong> can advise you on this;"Nell'area oggetto di studio non ci sono alberi ad alto fusto. Gli alberi forniscono cibo e un riparo per molti organismi viventi (funghi, animali, …).<br><strong>Consiglio per migliorare la situazione:</strong><br>piantare alberi autoctoni che siano i più alti possibile. Uno specialista dell'elenco dei contatti del <strong>BioDiv</strong> può consigliarvi in merito.";
A14.2;Im Untersuchungsgebiet gibt es nur gerade einen hohen Baum. Oder alle Bäume sind gleich hoch. Verschieden hohe Bäume bieten mehr unterschiedlichen Lebewesen ein Zuhause. <br><strong>Verbesserungs-Tipp:</strong><br> Pflanze weitere heimische Bäume. Dabei kann dich eine Fachperson beraten. Solche Personen und Unternehmen findest du unter <strong><a href="https://www.globe-swiss.ch/de/Angebote/BioDivSchool/#rubric=more" target="_blank">Weiterführende Infos</a></strong> auf globe-swiss.ch > Angebote > BioDivSchool.";"Il n'y a qu'un seul arbre de grande taille dans la zone d'étude, ou tous les arbres ont la même hauteur. Les arbres de hauteurs différentes abritent une plus grande variété d'organismes vivants. <br><strong>Conseil d'amélioration :</strong><br> plante d'autres arbres indigènes. Pour cela, un-e spécialiste de la liste de contact <strong>BioDiv</strong> peut te conseiller";There is only one tall tree in the study area right now. Or all the trees are the same height. Trees of different heights provide homes for more different creatures. <br><strong>Improvement Tip:</strong><br> Plant more native trees. A professional from the <strong>BioDiv contact list</strong> can advise you on this;Nell'area oggetto di studio c'è un solo albero ad alto fusto. Oppure tutti gli alberi hanno la stessa altezza. Alberi di altezze diverse ospitano un maggior numero di organismi differenti. <br><strong>Consiglio per migliorare la situazione:</strong><br>piantare più alberi autoctoni. Uno specialista dell'elenco dei contatti <strong>BioDiv</strong> può consigliarvi in merito.;
A14.3;"Im Untersuchungsgebiet gibt es Bäume in unterschiedlichen Höhen. Das ist gut. Ideal ist es, wenn es möglichst viele unterschiedliche heimische Baumarten sind. Denn verschiedene heimische Bäume in unterschiedlicher Höhe bieten mehr verschiedenen Lebewesen ein Zuhause. <br><strong>Verbesserungs-Tipp:</strong><br> Pflanze weitere Bäume. Achte darauf, dass du möglichst verschiedene und heimische Bäume pflanzt. Dabei kann dich eine Fachperson beraten. Solche Personen und Unternehmen findest du unter <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/#rubric=more"" target=""_blank"">Weiterführende Infos</a></strong> auf globe-swiss.ch > Angebote > BioDivSchool.""";"Il existe des arbres de différentes hauteurs dans la zone d'étude. C'est une bonne chose. L'idéal est qu'il y ait le plus possible d'espèces d'arbres indigènes différents. En effet, différents arbres indigènes de diverses hauteurs offrent un habitat à davantages d'organismes différents. <br><strong>Conseil d'amélioration :</strong><br> plante d'autres arbres. Veille à planter des arbres aussi différents et locaux que possible. Pour cela, un-e spécialiste peut te conseiller.Tu trouveras ce genre de personne et d'entreprise dans <strong><a href=https://www.globe-swiss.ch/fr/Offres/BioDivSchool/#rubric=more"" target=""_blank"">Informations complémentaires</a></strong> de www.globe-swiss.ch > En savoir plus > BioDivSchool.";There are trees of different heights in the study area. This is good. It is ideal if there are as many different native tree species as possible. This is because different native trees at different heights provide homes for more different creatures. <br><strong>Improvement Tip:</strong><br> Plant more trees. Make sure you plant as diverse and native trees as possible. A specialist from the <strong>BioDiv contact list</strong> can advise you on this;"Nell'area oggetto di studio sono presenti alberi di diverse altezze e ciò è positivo. L'ideale è che ci sia il maggior numero possibile di specie arboree autoctone differenti. Questo perché piante autoctone differenti, con diverse altezze, sono in grado di ospitare un maggior numero di organismi viventi. <br><strong>Consiglio per migliorare la situazione: </strong><br>piantare più alberi. Assicuratevi di piantare il maggior numero possibile di alberi diversi e autoctoni. Un esperto dell'elenco dei contatti di <strong>BioDiv</strong> può consigliarvi in merito";
A14.4;Zudem gibt es auch drei oder mehr verschiedene heimische Baumarten. Das ist sehr gut. Denn verschiedene heimische Bäume in unterschiedlicher Höhe bieten mehr verschiedenen Lebewesen ein Zuhause.;"De plus, il y a aussi trois espèces d'arbres indigènes différentes ou plus. C'est une très bonne chose. Car différents arbres indigènes de différentes hauteurs offrent un habitat à plus grand nombre d'organismes vivants";"In addition, there are also three or more different native tree species. This is very good. Because different native trees at different heights provide homes for more different creatures";"Nell'area oggetto di studio ci sono anche tre o più specie di alberi autoctoni differenti e ciò è molto positivo. Questo perché alberi autoctoni diversi, a diverse altezze, ospitano più creature diverse";
A14.5;Es gibt jedoch nicht drei verschiedene heimische Baumarten. Verschiedene heimische Baumarten in unterschiedlicher Höhe bieten noch mehr verschiedenen Lebewesen ein Zuhause. <br><strong>Verbesserungs-Tipp:</strong><br> Pflanze vor allem weitere heimische Baumarten. Dabei kann dich eine Fachperson beraten. Solche Personen und Unternehmen findest du unter <strong><a href="https://www.globe-swiss.ch/de/Angebote/BioDivSchool/#rubric=more" target="_blank">Weiterführende Infos</a></strong> auf globe-swiss.ch > Angebote > BioDivSchool.";"Il n'existe toutefois pas trois espèces d'arbres indigènes différentes. Différentes espèces d'arbres indigènes de différentes hauteurs offrent un habitat à encore plus d'organismes différents. <br><strong>Conseil d'amélioration :</strong><br> plante surtout d'autres espèces d'arbres indigènes. Pour cela, un-e spécialiste peut te conseiller.Tu trouveras ce genre de personne et d'entreprise dans <strong><a href=https://www.globe-swiss.ch/fr/Offres/BioDivSchool/#rubric=more"" target=""_blank"">Informations complémentaires</a></strong> de www.globe-swiss.ch > En savoir plus > BioDivSchool.";"However, there are not three different native tree species. Different native tree species at different heights provide homes for even more different creatures. <br><strong>Improvement Tip:</strong><br> Plant more native tree species above all. A professional from the <strong>BioDiv contact list</strong> can advise you on this";"Tuttavia, non sono presenti tre diverse specie di alberi autoctoni. Diverse specie arboree autoctone a diverse altezze ospitano un numero ancora maggiore di organismi viventi. <br><strong>Consiglio per migliorare la situazione:</strong><br> piantare più specie arboree autoctone. Uno specialista dell'elenco dei contatti <strong>BioDiv</strong> può consigliarvi in merito.";
A14.6;Mindestens zwei der Bäume sind besonders alt und dick. Das ist sehr gut. Denn insbesondere alte Bäume bieten mehr verschiedenen Lebewesen ein Zuhause.;"Au moins deux des arbres sont particulièrement vieux et imposants. C'est une très bonne chose. En effet, les vieux arbres en particulier abritent davantage d'organismes différents.";At least two of the trees are particularly old and thick. This is very good. Because old trees in particular provide homes for more different creatures;"Almeno due alberi sono particolarmente vecchi e folti. Questo è molto positivo, poiché gli alberi vecchi, in particolare, ospitano un maggior numero di organismi viventi.";
A14.7;"Leider gibt es keine besonders alten Bäume. Das ist schade. Denn insbesondere alte Bäume bieten mehr verschiedenen Lebewesen ein Zuhause.<br><br> <br><strong>Verbesserungs-Tipp:</strong><br> Leider kann man alte Bäume nicht einfach herbeizaubern. Achte aber darauf, dass möglichst keine alten Bäume gefällt werden.";"Malheureusement, il n'y a pas d'arbre particulièrement vieux. C'est dommage. Car les vieux arbres abritent davantage d'organismes différents.<br><br> <br><strong>Conseil d'amélioration :</strong><br> on ne peut pas faire apparaître de vieux arbres comme par magie. Veille cependant à éviter autant que possible d'abattre de vieux arbres.";"Unfortunately, there are no particularly old trees. That is a pity. Because especially old trees offer more different creatures a home.<br><br> <br><strong>Improvement Tip:</strong><br> Unfortunately, you can not simply conjure up old trees. However, make sure that no old trees are cut down if possible";"Purtroppo non ci sono alberi particolarmente vecchi. Questo è un peccato, poiché gli alberi vecchi, in particolare, ospitano un maggior numero di organismi viventi.<br><br> <br><strong>Consiglio per migliorare la situazione:</strong><br> purtroppo, non è possibile semplicemente trapiantare alberi vecchi. Tuttavia, se possibile, assicurati che non vengano abbattuti alberi vecchi.";
A15.0;"Du hast nicht eingetragen, ob es Sträucher gibt. Heimische Sträucher bieten Nahrung, Verstecke und Nistmöglichkeiten für Vögel aber auch für kleine Säugetiere wie Mäuse, Schläfer oder Wiesel.";"Tu n'as pas précisé s'il y avait des buissons. Les arbustes indigènes offrent de la nourriture, des cachettes et des possibilités de nidification aux oiseaux, mais aussi aux petits mammifères comme les mulots, les loirs ou les belettes.";"You have not entered whether there are shrubs. Native shrubs provide food, hiding places and nesting opportunities for birds but also for small mammals such as mice, sleepers or weasels";"Non avete indicato se sono presenti degli arbusti. Gli arbusti autoctoni forniscono cibo, nascondigli e opportunità di nidificazione per gli uccelli ma anche per piccoli mammiferi come topolini, ghiri e donnole.";
A15.1;"Im untersuchten Gebiet gibt es keine oder nur vereinzelte Sträucher. Heimische Sträucher bieten Nahrung, Verstecke und Nistmöglichkeiten für Vögel aber auch für kleine Säugetiere wie Mäuse, Schläfer oder Wiesel. <br><strong>Verbesserungs-Tipp:</strong><br> Pflanze heimische Sträucher. Am besten pflanzt du die Sträucher in Gruppen aus unterschiedlichen Straucharten. Dabei kann dich eine Fachperson beraten. Solche Personen und Unternehmen findest du unter <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/#rubric=more"" target=""_blank"">Weiterführende Infos</a></strong> auf globe-swiss.ch > Angebote > BioDivSchool.""";"Il n'y a pas de buisson ou seulement quelques-uns dans la zone d'étude. Les buissons indigènes offrent de la nourriture, des cachettes et des possibilités de nidification aux oiseaux, mais aussi aux petits mammifères comme les mulots, les loirs ou les belettes. <br><strong>Conseil d'amélioration :</strong><br> plante des buissons indigènes. Le mieux est de planter les buissons par groupes de différentes espèces. Pour cela, un-e spécialiste peut te conseiller.Tu trouveras ce genre de personne et d'entreprise dans <strong><a href=https://www.globe-swiss.ch/fr/Offres/BioDivSchool/#rubric=more"" target=""_blank"">Informations complémentaires</a></strong> de www.globe-swiss.ch > En savoir plus > BioDivSchool.";"There are no or only scattered shrubs in the surveyed area. Native shrubs provide food, hiding places, and nesting opportunities for birds but also for small mammals such as mice, sleepers, or weasels. <br><strong>Improve Tip:</strong><br> Plant native shrubs. It's best to plant shrubs in groups of different shrub species. A specialist from the <strong>BioDiv contact list</strong> can advise you on this";"Nell'area esaminata non sono presenti arbusti o ci sono solo arbusti isolati. Gli arbusti autoctoni forniscono cibo, nascondigli e opportunità di nidificazione per gli uccelli ma anche per piccoli mammiferi come topolini, ghiri e donnole. <br><strong>Suggerimento per migliorare la situazione:</strong><br> piantare arbusti autoctoni. È meglio piantare gli arbusti in gruppi di specie diverse. Uno specialista dell'elenco dei contatti della <strong>BioDiv</strong> può consigliarvi in merito.";
A15.2;"Im untersuchten Gebiet gibt es vor allem nicht heimische Sträucher. Wichtig sind aber heimische Sträucher. Denn heimische Sträucher bieten Nahrung, Verstecke und Nistmöglichkeiten für Vögel aber auch für kleine Säugetiere wie Mäuse, Schläfer oder Wiesel. <br><strong>Verbesserungs-Tipp:</strong><br> Pflanze heimische Sträucher. Am besten pflanzt du die Sträucher in Gruppen aus unterschiedlichen Straucharten. Du kannst dabei auch nicht heimische Sträucher durch heimische Sträucher ersetzen. Dabei kann dich eine Fachperson beraten. Solche Personen und Unternehmen findest du unter <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/#rubric=more"" target=""_blank"">Weiterführende Infos</a></strong> auf globe-swiss.ch > Angebote > BioDivSchool.""";"Dans la zone étudiée, il y a surtout des buissons non indigènes. Or, les buissons indigènes sont importants. En effet, ils offrent de la nourriture, des cachettes et des possibilités de nidification aux oiseaux, mais aussi aux petits mammifères comme les mulots, les loirs ou les belettes. <br><strong>Conseil d'amélioration :</strong><br> plante des buissons indigènes. Le mieux est de les planter par groupes de différentes espèces. Tu peux aussi remplacer les buissons non indigènes par des buissons indigènes. Pour cela, un-e spécialiste peut te conseiller.Tu trouveras ce genre de personne et d'entreprise dans <strong><a href=https://www.globe-swiss.ch/fr/Offres/BioDivSchool/#rubric=more"" target=""_blank"">Informations complémentaires</a></strong> de www.globe-swiss.ch > En savoir plus > BioDivSchool.";"In the area studied, there are mainly non-native shrubs. However, native shrubs are important. This is because native shrubs provide food, hiding places, and nesting opportunities for birds but also for small mammals such as mice, sleepers, and weasels. <br><strong>Improvement Tip:</strong><br> Plant native shrubs. It's best to plant shrubs in groups of different shrub species. You can also replace non-native shrubs with native shrubs in the process. A specialist from the <strong>BioDiv contact list</strong> can advise you on this";"Nell'area oggetto di studio sono presenti soprattutto arbusti non autoctoni. Tuttavia, gli arbusti autoctoni sono importanti. Questo perché gli arbusti autoctoni forniscono cibo, nascondigli e opportunità di nidificazione per gli uccelli ma anche per piccoli mammiferi come topolini, ghiri e donnole. <br><strong>Consiglio per migliorare la situazione: </strong><br>Piantare arbusti autoctoni. È meglio piantare gli arbusti in gruppi di specie diverse. È anche possibile sostituire gli arbusti non autoctoni con arbusti autoctoni. Un esperto dell'elenco dei contatti della <strong>BioDiv</strong> può consigliarvi in merito";
A15.3;Im untersuchten Gebiet gibt es mehrere Gruppen mit heimischen Sträuchern. Gut!;"Dans la zone étudiée, il existe plusieurs groupes de buissons indigènes. Bien!";There are several groups of native shrubs in the area studied. Good!;Nell'area studiata ci sono diversi gruppi di arbusti autoctoni. Bene!;
A15.4;"Es gibt sogar mehr als 5 verschiedene heimische Straucharteb. Sehr gut! Denn heimische Sträucher bieten Nahrung, Verstecke und Nistmöglichkeiten für Vögel aber auch für kleine Säugetiere wie Mäuse, Schläfer oder Wiesel.";"Il y a donc plus de 5 espèces différentes de buissons indigènes. Très bien ! En effet, les arbustes indigènes offrent de la nourriture, des cachettes et des possibilités de nidification pour les oiseaux, mais aussi pour les petits mammifères comme les mulots, les loirs ou les belettes";"There are even more than 5 different native shrub speciesb. Very good! Because native shrubs provide food, hiding places and nesting opportunities for birds but also for small mammals like mice, sleepers or weasels";"Ci sono più di 5 diverse specie di arbusti autoctoni. Molto bene! Perché gli arbusti autoctoni forniscono cibo, nascondigli e opportunità di nidificazione per gli uccelli ma anche per piccoli mammiferi come topolini, ghiri e donnole.";
A15.5;"Es dürften aber noch mehr verschiedene heimische Straucharten sein. Denn heimische Sträucher bieten Nahrung, Verstecke und Nistmöglichkeiten für Vögel aber auch für kleine Säugetiere wie Mäuse, Schläfer oder Wiesel. <br><strong>Verbesserungs-Tipp:</strong><br> Pflanze noch mehr möglichst verschiedene heimische Straucharten. Dabei kann dich eine Fachperson beraten. Solche Personen und Unternehmen findest du unter <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/#rubric=more"" target=""_blank"">Weiterführende Infos</a></strong> auf globe-swiss.ch > Angebote > BioDivSchool.";"Il devrait toutefois y avoir encore un plus grand nombre de différentes espèces de buissons indigènes. En effet, les arbustes indigènes offrent de la nourriture, des cachettes et des possibilités de nicher aux oiseaux, mais aussi aux petits mammifères comme les mulots, les loirs ou les belettes. <br><strong>Conseil d'amélioration :</strong><br> plante encore plus de variétés de buissons indigènes, si possible différentes. Un-e spécialiste peut te conseiller. Tu trouveras ce genre de personne et d'entreprise dans <strong><a href=https://www.globe-swiss.ch/fr/Offres/BioDivSchool/#rubric=more"" target=""_blank"">Informations complémentaires</a></strong> sur le site www.globe-swiss.ch > Offres > BioDivSchool.";"There should, however, be an even greater number of different species of native shrubs. This is because native shrubs provide food, hiding places and nesting opportunities for birds, but also for small mammals such as mice, sleepers or weasels. <br><strong>Improvement tip:</strong><br> Plant even more varieties of native shrubs, different ones if possible. A specialist can advise you. You can find such people and companies under <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/#rubric=more"" target=""_blank"">Additional information</a></strong> at globe-swiss.ch > Offers > BioDivSchool.";"Tuttavia, dovrebbe essere presente un maggior numero di specie diverse di arbusti autoctoni. Questo perché gli arbusti autoctoni forniscono cibo, nascondigli e opportunità di nidificazione per gli uccelli, ma anche per piccoli mammiferi come topolini, ghiri e donnole.<br><strong>Consiglio per migliorare la situazione:</strong><br> piantare ancora più varietà di arbusti autoctoni, possibilmente diversi. Un esperto può consigliarvi. Potete trovare tali persone e aziende alla voce <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/#rubric=more"" target=""_blank"">Informazioni aggiuntive</a></strong> su globe-swiss.ch > Offerte > BioDivSchool.";
A15.6;"Im untersuchten Gebiet gibt es sehr viele Gruppen mit zahlreichen verschiedenen heimischen Sträuchern. Sehr gut! Denn heimische Sträucher bieten Nahrung, Verstecke und Nistmöglichkeiten für Vögel aber auch für kleine Säugetiere wie Mäuse, Schläfer oder Wiesel.";"Dans la zone d'étude, il y a de nombreux groupes avec de nombreux arbustes indigènes différents. C'est une très bonne chose ! En effet, les arbustes indigènes offrent de la nourriture, des cachettes et des possibilités de nicher aux oiseaux mais aussi aux petits mammifères comme les mulots, les loirs ou les belettes.";"In the study area, there are many groups with many different native shrubs. And that's a very good thing! Native shrubs provide food, hiding places and nesting opportunities for birds, but also for small mammals such as mice, sleepers and weasels.";"Nell'area oggetto di studio sono presenti molti gruppi di arbusti con molti arbusti autoctoni di diverse specie.Questa è una cosa molto positiva! Gli arbusti autoctoni forniscono cibo, nascondigli e opportunità di nidificazione per gli uccelli, ma anche per piccoli mammiferi come topolini, ghiri e donnole.";
